IP,Time,URL,Staus
10.128.2.1,[26/Nov/2017:20:54:33],GET /profile.php?user=shawon HTTP/1.1,200
10.126.2.1,[30/Nov/2017:15:52:10],GET /css/bootstrap.min.css HTTP/1.1,200
10.131.0.1,[02/Mar/2018:15:45:40],GET /css/style.css HTTP/1.1,200
10.123.2.1,[20/Feb/2018:07:06:12],GET /login.php HTTP/1.1,200
10.124.0.1,[29/Jan/2018:20:29:23],GET /login.php HTTP/1.1,200
10.127.2.1,[30/Nov/2017:15:15:56],GET /details.php?name=Research%20Items&cod=16 HTTP/1.1,200
10.120.2.1,[29/Jan/2018:20:52:55],GET /home.php HTTP/1.1,302
10.120.2.1,[26/Nov/2017:20:54:46],GET /setcontestproblem.php HTTP/1.1,200
10.111.2.1,[29/Jan/2018:20:52:40],GET /login.php HTTP/1.1,200
10.121.0.1,[12/Nov/2017:12:38:44],GET /css/font-awesome.min.css HTTP/1.1,304
10.121.2.1,[16/Nov/2017:08:23:11],GET / HTTP/1.1,302
10.121.2.1,[22/Feb/2018:15:03:29],GET /home.php HTTP/1.1,200
10.131.2.1,[26/Feb/2018:09:47:55],GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,304
10.111.0.1,[14/Nov/2017:21:01:47],GET /css/bootstrap.min.css HTTP/1.1,200
10.127.2.1,[17/Nov/2017:05:53:36],GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.127.2.1,[15/Dec/2017:09:19:44],GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.111.2.1,[13/Dec/2017:13:27:18],GET /css/main.css HTTP/1.1,200
10.125.2.1,[30/Nov/2017:15:22:20],GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.125.2.1,[29/Nov/2017:17:55:00],GET / HTTP/1.1,302
10.124.0.1,[30/Nov/2017:12:33:48],GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.129.0.1,[30/Nov/2017:17:03:10],GET /css/font-awesome.min.css HTTP/1.1,304
10.111.2.1,[27/Feb/2018:18:24:14],GET /css/font-awesome.min.css HTTP/1.1,200
10.126.2.1,[29/Jan/2018:20:53:05],GET /login.php HTTP/1.1,200
10.121.2.1,[25/Nov/2017:18:17:50],GET /djquery/jquery-1.8.3.min.js HTTP/1.1,200
10.130.2.1,[14/Dec/2017:11:13:28],GET /css/bootstrap.min.css HTTP/1.1,200
10.125.2.1,[28/Feb/2018:03:45:23],GET /archive.php HTTP/1.1,200
10.123.2.1,[12/Nov/2017:13:13:26],GET /home.php HTTP/1.1,200
10.130.2.1,[30/Nov/2017:14:44:10],POST /action.php HTTP/1.1,302
10.131.2.1,[22/Nov/2017:23:19:23],GET /css/bootstrap.min.css HTTP/1.1,200
10.128.2.1,[17/Feb/2018:13:39:19],GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.126.2.1,[29/Jan/2018:20:52:20],GET /login.php HTTP/1.1,200
10.127.2.1,[27/Feb/2018:16:35:44],GET /login.php HTTP/1.1,200
10.123.2.1,[20/Nov/2017:04:47:07],GET /img/ruet.png HTTP/1.1,200
10.127.0.1,[29/Jan/2018:20:20:31],GET /home.php HTTP/1.1,302
10.130.2.1,[24/Nov/2017:17:29:46],GET /css/normalize.css HTTP/1.1,200
10.127.2.1,[29/Jan/2018:20:56:14],GET /login.php HTTP/1.1,200
10.130.2.1,[25/Nov/2017:21:22:41],GET /profile.php?user=shawon HTTP/1.1,200
10.124.0.1,[26/Feb/2018:09:13:56],GET /login.php HTTP/1.1,200
10.120.2.1,[27/Feb/2018:22:04:23],GET /archive.php HTTP/1.1,200
10.111.2.1,[23/Nov/2017:18:48:02],GET / HTTP/1.1,200
10.121.2.1,[29/Jan/2018:20:29:25],GET /login.php HTTP/1.1,200
10.120.2.1,[29/Jan/2018:20:18:47],GET /login.php HTTP/1.1,200
10.127.2.1,[29/Jan/2018:20:18:01],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.121.2.1,[29/Jan/2018:20:18:06],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1,[09/Nov/2017:06:35:22],GET /css/style.css HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:51:30],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.123.2.1,[17/Nov/2017:04:35:39],GET /login.php?value=fail HTTP/1.1,200
10.120.2.1,[30/Nov/2017:17:17:47],GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.120.2.1,[29/Jan/2018:20:28:02],GET /login.php HTTP/1.1,200
10.111.2.1,[08/Nov/2017:06:05:20],GET / HTTP/1.1,302
10.120.2.1,[17/Nov/2017:03:56:08],GET /css/style.css HTTP/1.1,200
10.128.0.1,[12/Nov/2017:12:39:13],GET /archive.php?page=2 HTTP/1.1,200
10.121.2.1,[24/Nov/2017:09:36:33],GET /css/bootstrap.min.css HTTP/1.1,200
10.111.2.1,[29/Nov/2017:17:24:02],GET / HTTP/1.1,302
10.123.2.1,[29/Jan/2018:20:41:28],GET /login.php HTTP/1.1,200
10.121.2.1,[17/Dec/2017:18:43:53],GET /archive.php HTTP/1.1,200
10.111.2.1,[29/Jan/2018:20:49:23],GET /login.php HTTP/1.1,200
10.120.2.1,[30/Nov/2017:15:27:09],GET /standings.php?id=16 HTTP/1.1,200
10.127.2.1,[29/Jan/2018:20:20:43],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.120.0.1,[16/Nov/2017:15:51:03],GET /logout.php HTTP/1.1,302
10.124.2.1,[30/Nov/2017:15:51:38],POST /contestsubmission.php HTTP/1.1,200
10.111.0.1,[29/Jan/2018:20:41:54],GET /login.php HTTP/1.1,200
10.128.2.1,[25/Nov/2017:15:28:54],GET /css/bootstrap.min.css HTTP/1.1,200
10.111.2.1,[30/Nov/2017:17:07:31],POST /contestsubmission.php HTTP/1.1,200
10.130.0.1,[29/Nov/2017:17:56:05],GET /login.php HTTP/1.1,200
10.126.2.1,[02/Dec/2017:21:59:23],POST /process.php HTTP/1.1,302
10.129.2.1,[29/Jan/2018:20:20:38],GET /home.php HTTP/1.1,302
10.123.0.1,[30/Nov/2017:06:46:22],GET /home.php HTTP/1.1,200
10.130.2.1,[30/Nov/2017:12:26:04],GET /description.php?id=72 HTTP/1.1,200
10.131.2.1,[30/Nov/2017:08:47:11],GET /home.php HTTP/1.1,302
10.131.2.1,[12/Nov/2017:13:11:42],GET /home.php HTTP/1.1,302
10.131.2.1,[29/Jan/2018:20:27:07],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.129.0.1,[18/Nov/2017:01:34:13],GET / HTTP/1.1,302
10.125.0.1,[29/Nov/2017:18:20:45],POST /allsubmission.php HTTP/1.1,200
10.125.0.1,[29/Jan/2018:20:38:35],GET /home.php HTTP/1.1,302
10.131.2.1,[30/Nov/2017:12:22:01],GET /css/style.css HTTP/1.1,200
10.123.2.1,[02/Dec/2017:11:49:16],GET /login.php HTTP/1.1,200
10.111.2.1,[28/Feb/2018:03:03:29],GET /js/chart.min.js HTTP/1.1,200
10.121.0.1,[13/Dec/2017:13:53:47],GET /css/main.css HTTP/1.1,200
10.124.2.1,[17/Nov/2017:18:37:57],GET /profile.php?user=st.zuhori HTTP/1.1,200
10.120.2.1,[03/Dec/2017:14:42:15],GET /standings.php?id=3 HTTP/1.1,200
10.131.2.1,[12/Nov/2017:11:36:51],GET /login.php HTTP/1.1,200
10.120.2.1,[23/Nov/2017:20:06:15],GET /home.php HTTP/1.1,200
10.128.2.1,[14/Nov/2017:05:48:22],GET / HTTP/1.1,302
10.111.2.1,[30/Nov/2017:06:31:39],POST /process.php HTTP/1.1,302
10.124.2.1,[30/Nov/2017:13:03:35],POST /process.php HTTP/1.1,302
10.128.2.1,[13/Nov/2017:00:28:46],GET /login.php HTTP/1.1,200
10.130.2.1,[26/Nov/2017:22:18:26],GET /contest.php HTTP/1.1,200
10.111.2.1,[03/Dec/2017:10:19:49],GET /img/ruet.png HTTP/1.1,206
10.123.2.1,[12/Nov/2017:12:59:40],GET /allsubmission.php HTTP/1.1,200
10.120.2.1,[29/Jan/2018:20:44:33],GET /home.php HTTP/1.1,302
10.121.2.1,[10/Nov/2017:07:37:02],GET /sign.php HTTP/1.1,200
10.125.2.1,[29/Jan/2018:20:45:52],GET /login.php HTTP/1.1,200
10.126.2.1,[29/Jan/2018:20:36:28],GET /login.php HTTP/1.1,200
10.123.2.1,[29/Jan/2018:20:41:39],GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:36:43],GET /home.php HTTP/1.1,302
10.123.2.1,[11/Nov/2017:21:45:54],GET /login.php HTTP/1.1,200
10.126.0.1,[30/Nov/2017:11:55:50],POST /process.php HTTP/1.1,302
10.111.0.1,[30/Nov/2017:17:45:40],GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.120.2.1,[17/Feb/2018:20:08:44],GET /img/ruet.png HTTP/1.1,200
10.131.2.1,[14/Nov/2017:12:40:51],GET / HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:54:36],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.121.2.1,[12/Nov/2017:05:59:22],GET /login.php HTTP/1.1,200
10.121.2.1,[29/Jan/2018:20:18:48],GET /home.php HTTP/1.1,302
10.124.0.1,[30/Nov/2017:12:34:12],GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.127.2.1,[01/Dec/2017:20:35:28],GET /login.php HTTP/1.1,200
10.123.2.1,[29/Jan/2018:20:38:44],GET /home.php HTTP/1.1,302
10.128.2.1,[23/Nov/2017:19:01:15],GET /login.php HTTP/1.1,200
10.130.0.1,[29/Jan/2018:20:20:45],GET /login.php HTTP/1.1,200
10.124.2.1,[15/Dec/2017:08:55:23],GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.120.2.1,[29/Jan/2018:20:44:45],GET /home.php HTTP/1.1,302
10.128.2.1,[30/Nov/2017:20:11:24],GET /contestsubmission.php?id=16 HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:54:38],GET /home.php HTTP/1.1,302
10.123.2.1,[29/Jan/2018:20:51:58],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.0.1,[14/Dec/2017:11:13:27],GET /home.php HTTP/1.1,302
10.123.2.1,[30/Nov/2017:13:17:59],GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.111.2.1,[29/Nov/2017:16:28:12],GET /css/font-awesome.min.css HTTP/1.1,200
10.131.2.1,[29/Jan/2018:20:47:24],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.123.2.1,[01/Dec/2017:04:12:25],GET /description.php?id=55 HTTP/1.1,200
10.123.2.1,[30/Nov/2017:15:01:54],GET /details.php?id=45 HTTP/1.1,200
10.124.0.1,[29/Jan/2018:20:41:29],GET /login.php HTTP/1.1,200
10.127.2.1,[30/Nov/2017:15:49:26],GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.129.0.1,[30/Nov/2017:15:06:55],GET /css/font-awesome.min.css HTTP/1.1,200
10.125.2.1,[18/Dec/2017:19:03:21],GET /description.php?id=55 HTTP/1.1,200
10.126.2.1,[22/Feb/2018:07:11:44],GET /css/main.css HTTP/1.1,200
10.129.2.1,[26/Nov/2017:19:56:54],GET /contest.php HTTP/1.1,200
10.126.0.1,[18/Dec/2017:12:00:54],POST /allsubmission.php HTTP/1.1,200
10.124.2.1,[30/Nov/2017:16:38:27],GET /sign.php HTTP/1.1,200
10.125.2.1,[17/Nov/2017:13:37:25],GET /img/ruet.png HTTP/1.1,200
10.130.2.1,[30/Nov/2017:17:16:50],GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.131.2.1,[17/Nov/2017:19:38:32],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1,[30/Nov/2017:13:06:18],GET /profile.php?user=Riyal_RUET HTTP/1.1,200
10.129.2.1,[02/Dec/2017:16:44:40],GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:22:02],GET /home.php HTTP/1.1,302
10.123.2.1,[29/Jan/2018:20:26:52],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.124.2.1,[29/Jan/2018:20:18:24],GET /home.php HTTP/1.1,302
10.123.2.1,[29/Jan/2018:20:49:29],GET /login.php HTTP/1.1,200
10.128.0.1,[09/Nov/2017:15:16:25],GET / HTTP/1.1,302
10.127.2.1,[01/Dec/2017:17:02:35],GET /login.php HTTP/1.1,200
10.120.2.1,[21/Feb/2018:15:26:29],GET /sign.php HTTP/1.0,200
10.130.2.1,[11/Nov/2017:19:16:06],GET /contest.php HTTP/1.1,200
10.111.0.1,[29/Jan/2018:20:23:54],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.124.2.1,[09/Nov/2017:10:43:15],GET / HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:18:25],GET /home.php HTTP/1.1,302
10.123.0.1,[30/Nov/2017:17:00:53],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.123.0.1,[30/Nov/2017:16:20:10],GET /contestsubmit.php?id=45 HTTP/1.1,200
10.123.2.1,[29/Jan/2018:20:42:41],GET /login.php HTTP/1.1,200
10.127.2.1,[01/Dec/2017:22:09:06],GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.127.2.1,[16/Nov/2017:15:51:03],GET /css/bootstrap.min.css HTTP/1.1,304
10.124.0.1,[08/Nov/2017:03:12:46],GET /login.php HTTP/1.1,200
10.111.2.1,[30/Nov/2017:19:48:48],GET /home.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:36:23],GET /login.php HTTP/1.1,200
10.127.0.1,[29/Jan/2018:20:49:13],GET /login.php HTTP/1.1,200
10.121.2.1,[29/Jan/2018:20:36:26],GET /login.php HTTP/1.1,200
10.130.2.1,[29/Nov/2017:17:24:03],GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.124.2.1,[29/Jan/2018:20:21:31],GET /login.php HTTP/1.1,200
10.126.2.1,[26/Nov/2017:20:01:20],GET /login.php HTTP/1.1,200
10.121.0.1,[16/Dec/2017:16:20:41],GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.125.2.1,[29/Jan/2018:20:35:28],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.120.0.1,[29/Jan/2018:20:35:24],GET /home.php HTTP/1.1,302
10.126.2.1,[29/Jan/2018:20:54:26],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.0.1,[20/Nov/2017:04:47:03],GET /css/font-awesome.min.css HTTP/1.1,200
10.120.2.1,[16/Nov/2017:15:32:33],GET /login.php HTTP/1.1,200
10.120.2.1,[21/Dec/2017:15:44:41],GET /robots.txt HTTP/1.1,404
10.111.0.1,[12/Nov/2017:13:02:16],GET /allsubmission.php HTTP/1.1,200
10.111.2.1,[14/Nov/2017:16:32:31],GET /css/font-awesome.min.css HTTP/1.1,304
10.111.2.1,[30/Nov/2017:17:17:01],GET /contestsubmission.php?id=16 HTTP/1.1,200
10.126.2.1,[24/Nov/2017:14:58:51],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.125.2.1,[23/Nov/2017:13:49:13],GET /archive.php?page=2 HTTP/1.1,200
10.123.0.1,[30/Nov/2017:17:06:41],GET /contestsubmit.php?id=42 HTTP/1.1,200
10.120.0.1,[29/Jan/2018:20:53:15],GET /home.php HTTP/1.1,302
10.121.2.1,[23/Nov/2017:18:46:22],POST /compile.php HTTP/1.1,200
10.123.2.1,[12/Dec/2017:09:23:24],GET /css/normalize.css HTTP/1.1,200
10.124.2.1,[15/Nov/2017:12:16:14],GET / HTTP/1.1,302
10.127.0.1,[29/Jan/2018:20:48:07],GET /login.php HTTP/1.1,200
10.124.2.1,[30/Nov/2017:15:03:33],GET /details.php?id=41 HTTP/1.1,200
10.120.2.1,[29/Jan/2018:20:54:44],GET /login.php HTTP/1.1,200
10.125.0.1,[29/Jan/2018:20:48:22],GET /home.php HTTP/1.1,302
10.124.2.1,[29/Jan/2018:20:47:34],GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:50:25],GET /login.php HTTP/1.1,200
10.125.2.1,[29/Jan/2018:20:54:54],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1,[12/Dec/2017:17:52:17],GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.111.2.1,[01/Dec/2017:07:04:31],GET /css/font-awesome.min.css HTTP/1.1,304
10.123.0.1,[02/Dec/2017:21:59:29],GET /fonts/fontawesome-webfont.woff2 HTTP/1.0,200
10.127.2.1,[12/Nov/2017:12:59:34],GET /allsubmission.php HTTP/1.1,200
10.120.2.1,[29/Jan/2018:20:51:13],GET /home.php HTTP/1.1,302
10.123.2.1,[25/Nov/2017:11:16:47],GET /compiler.php HTTP/1.1,200
10.123.2.1,[11/Nov/2017:19:38:05],POST /allsubmission.php HTTP/1.1,200
10.126.2.1,[29/Jan/2018:20:33:28],GET /home.php HTTP/1.1,302
10.121.2.1,[23/Nov/2017:14:22:50],GET /description.php?name=Google%20feeling%20lucky. HTTP/1.1,200
10.123.2.1,[30/Nov/2017:12:05:58],GET / HTTP/1.1,302
10.126.2.1,[13/Dec/2017:11:53:15],GET /css/font-awesome.min.css HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:36:27],GET /home.php HTTP/1.1,302
10.120.2.1,[29/Jan/2018:20:47:34],GET /login.php HTTP/1.1,200
10.121.2.1,[23/Nov/2017:08:37:45],GET /description.php?id=67 HTTP/1.1,200
10.123.0.1,[29/Nov/2017:17:24:03],GET /css/main.css HTTP/1.1,200
10.129.0.1,[29/Jan/2018:20:42:26],GET /home.php HTTP/1.1,302
10.124.2.1,[09/Nov/2017:14:49:08],GET /login.php HTTP/1.1,200
10.125.2.1,[23/Feb/2018:16:59:53],GET /css/main.css HTTP/1.1,200
10.111.0.1,[21/Feb/2018:05:17:13],GET /login.php HTTP/1.1,200
10.121.2.1,[15/Dec/2017:08:47:56],GET /css/style.css HTTP/1.1,200
10.128.2.1,[17/Feb/2018:17:20:35],GET /css/style.css HTTP/1.1,200
10.131.2.1,[29/Jan/2018:20:20:46],GET /home.php HTTP/1.1,302
10.124.2.1,[30/Nov/2017:15:22:28],GET /img/ruet.png HTTP/1.1,200
10.128.0.1,[03/Dec/2017:08:02:33],GET /login.php HTTP/1.1,200
10.125.2.1,[03/Dec/2017:14:33:31],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.125.2.1,[29/Jan/2018:20:20:52],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.126.2.1,[29/Jan/2018:20:35:39],GET /home.php HTTP/1.1,302
10.126.2.1,[13/Dec/2017:05:00:56],GET / HTTP/1.1,302
10.125.2.1,[16/Nov/2017:19:51:59],GET /css/main.css HTTP/1.1,200
10.123.2.1,[29/Nov/2017:21:51:57],GET /css/normalize.css HTTP/1.1,200
10.111.2.1,[08/Nov/2017:18:44:45],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1,[18/Nov/2017:07:14:39],GET /archive.php HTTP/1.1,200
10.125.2.1,[29/Jan/2018:20:48:22],GET /home.php HTTP/1.1,302
10.120.2.1,[01/Dec/2017:05:52:08],GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.123.2.1,[30/Nov/2017:15:45:54],GET /login.php?value=fail HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:26:30],GET /login.php HTTP/1.1,200
10.121.0.1,[29/Jan/2018:20:24:46],GET /home.php HTTP/1.1,302
10.121.0.1,[18/Jan/2018:16:58:49],GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.121.2.1,[29/Jan/2018:20:51:21],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.125.0.1,[30/Nov/2017:12:14:08],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.124.2.1,[30/Nov/2017:16:13:45],GET /details.php?id=43 HTTP/1.1,200
10.127.2.1,[29/Jan/2018:20:49:06],GET / HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:44:24],GET /home.php HTTP/1.1,302
10.111.2.1,[08/Nov/2017:19:00:05],GET /login.php HTTP/1.1,200
10.124.2.1,[29/Jan/2018:20:51:06],GET /login.php HTTP/1.1,200
10.126.0.1,[29/Jan/2018:20:54:54],GET /login.php HTTP/1.1,200
10.127.2.1,[11/Nov/2017:12:19:06],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,304
10.128.0.1,[30/Nov/2017:12:23:36],GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.126.2.1,[11/Nov/2017:19:14:46],GET /profile.php?user=mdshs.shanto HTTP/1.1,200
10.123.2.1,[30/Nov/2017:13:21:51],GET /description.php?id=60 HTTP/1.1,200
10.127.2.1,[30/Nov/2017:17:45:43],GET /contest.php HTTP/1.1,200
10.130.2.1,[24/Nov/2017:12:06:05],GET /login.php HTTP/1.1,200
10.123.2.1,[02/Dec/2017:11:01:43],GET / HTTP/1.1,302
10.129.2.1,[29/Jan/2018:20:23:27],GET /home.php HTTP/1.1,302
10.129.2.1,[24/Feb/2018:00:03:40],GET /css/font-awesome.min.css HTTP/1.1,200
10.120.2.1,[29/Jan/2018:20:30:42],GET /login.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:20:41],GET /home.php HTTP/1.1,302
10.127.0.1,[30/Nov/2017:15:05:53],GET /details.php?id=46 HTTP/1.1,200
10.127.2.1,[29/Jan/2018:20:18:44],GET /login.php HTTP/1.1,200
10.121.2.1,[30/Nov/2017:17:07:38],GET /contestsubmission.php?id=16&show=bruce HTTP/1.1,200
10.121.2.1,[20/Nov/2017:00:51:27],GET /img/ruet.png HTTP/1.1,304
10.128.2.1,[22/Feb/2018:06:31:58],GET /adminpanel.php HTTP/1.1,302
10.131.2.1,[30/Nov/2017:06:34:07],GET /home.php HTTP/1.1,200
10.120.0.1,[29/Jan/2018:20:18:09],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.123.2.1,[14/Dec/2017:10:16:15],GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,304
10.123.2.1,[23/Feb/2018:05:09:08],GET /login.php HTTP/1.1,200
10.128.2.1,[14/Nov/2017:16:32:54],POST /process.php HTTP/1.1,302
10.111.2.1,[11/Nov/2017:19:46:54],GET /css/normalize.css HTTP/1.1,304
10.121.0.1,[30/Nov/2017:17:06:21],GET / HTTP/1.1,200
10.131.2.1,[14/Nov/2017:22:27:50],GET /css/normalize.css HTTP/1.1,200
10.123.0.1,[29/Jan/2018:20:47:17],GET /home.php HTTP/1.1,302
10.129.2.1,[29/Jan/2018:20:35:22],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.125.2.1,[30/Nov/2017:16:30:52],GET /css/main.css HTTP/1.1,200
10.111.2.1,[18/Jan/2018:12:46:35],GET /home.php HTTP/1.1,302
10.128.0.1,[12/Nov/2017:12:39:42],GET /js/jquery.min.js HTTP/1.1,200
10.111.2.1,[14/Dec/2017:12:55:27],GET /login.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:17:00:06],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.124.0.1,[29/Jan/2018:20:39:41],GET /home.php HTTP/1.1,302
10.125.0.1,[30/Nov/2017:15:59:02],GET /standings.php?id=16 HTTP/1.1,200
10.124.0.1,[02/Dec/2017:08:16:24],GET /css/normalize.css HTTP/1.1,200
10.125.2.1,[29/Jan/2018:20:18:48],GET /login.php HTTP/1.1,200
10.123.2.1,[18/Nov/2017:08:09:43],GET / HTTP/1.1,200
10.129.2.1,[03/Dec/2017:10:19:55],GET /contest.php HTTP/1.1,200
10.128.2.1,[29/Nov/2017:13:49:25],GET /details.php?id=44 HTTP/1.1,302
10.125.0.1,[29/Jan/2018:20:36:39],GET /login.php HTTP/1.1,200
10.125.2.1,[30/Nov/2017:17:23:50],GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.120.2.1,[29/Jan/2018:20:29:59],GET /home.php HTTP/1.1,302
10.129.2.1,[30/Nov/2017:15:20:26],GET /details.php?id=45 HTTP/1.1,200
10.126.2.1,[29/Jan/2018:20:55:56],GET /login.php HTTP/1.1,200
10.123.0.1,[29/Jan/2018:20:44:48],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.124.0.1,[21/Feb/2018:18:33:09],GET /login.php HTTP/1.1,200
10.126.2.1,[16/Nov/2017:10:43:07],GET / HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:23:25],GET /login.php HTTP/1.1,200
10.121.0.1,[29/Jan/2018:20:41:46],GET /login.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:47:37],GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.126.0.1,[29/Nov/2017:19:02:04],GET /css/main.css HTTP/1.1,200
10.125.2.1,[22/Feb/2018:13:01:21],GET /css/normalize.css HTTP/1.1,200
10.123.2.1,[12/Nov/2017:20:30:51],GET / HTTP/1.1,302
10.126.0.1,[18/Dec/2017:08:50:21],GET /css/style.css HTTP/1.1,200
10.125.2.1,[12/Nov/2017:11:18:40],GET /js/vendor/moment.min.js HTTP/1.1,200
10.120.2.1,[29/Jan/2018:20:27:34],GET /home.php HTTP/1.1,302
10.111.0.1,[29/Jan/2018:20:38:50],GET /login.php HTTP/1.1,200
10.127.0.1,[30/Nov/2017:14:52:41],POST /process.php HTTP/1.1,302
10.126.0.1,[29/Jan/2018:20:29:25],GET /login.php HTTP/1.1,200
10.125.0.1,[16/Feb/2018:11:40:27],GET /css/normalize.css HTTP/1.1,200
10.124.0.1,[29/Jan/2018:20:19:15],GET /home.php HTTP/1.1,302
10.123.2.1,[23/Nov/2017:18:59:24],GET /home.php HTTP/1.1,200
10.129.2.1,[29/Jan/2018:20:53:16],HEAD /login.php HTTP/1.1,200
10.127.2.1,[29/Nov/2017:14:55:56],GET /home.php HTTP/1.1,200
10.121.2.1,[25/Nov/2017:21:25:53],POST /compile.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:41:30],GET /login.php HTTP/1.1,200
10.121.0.1,[30/Nov/2017:16:06:30],GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.121.2.1,[23/Nov/2017:18:39:58],GET /login.php HTTP/1.1,200
10.121.2.1,[17/Feb/2018:20:08:39],GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.127.0.1,[29/Jan/2018:20:49:09],GET /home.php HTTP/1.1,302
10.123.2.1,[29/Jan/2018:20:51:21],GET /login.php HTTP/1.1,200
10.129.0.1,[29/Jan/2018:20:51:19],GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:42:00],GET /login.php HTTP/1.1,200
10.123.2.1,[29/Jan/2018:20:18:14],GET /login.php HTTP/1.1,200
10.120.2.1,[29/Jan/2018:20:18:10],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.121.2.1,[29/Jan/2018:20:39:30],GET /login.php HTTP/1.1,200
10.124.2.1,[12/Nov/2017:12:59:29],GET /showcode.php?id=281&nm=shawon HTTP/1.1,200
