IP,Time,URL,Staus
10.124.2.1,[29/Jan/2018:20:51:40],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.120.0.1,[29/Jan/2018:20:24:25],GET /home.php HTTP/1.1,302
10.111.2.1,[29/Jan/2018:20:20:24],GET /login.php HTTP/1.1,200
10.123.2.1,[30/Nov/2017:17:06:39],GET /details.php?id=41 HTTP/1.1,200
10.127.0.1,[29/Jan/2018:20:39:47],GET /home.php HTTP/1.1,302
10.123.2.1,[16/Dec/2017:15:09:36],GET /img/ruet.png HTTP/1.1,200
10.129.2.1,[02/Mar/2018:06:34:16],GET /css/main.css HTTP/1.1,200
10.129.2.1,[12/Dec/2017:13:30:46],GET /img/ruet.png HTTP/1.1,200
10.123.2.1,[30/Nov/2017:12:49:39],GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.126.0.1,[18/Dec/2017:14:05:52],GET /login.php HTTP/1.1,200
10.123.0.1,[03/Dec/2017:17:40:39],GET /details.php?id=43 HTTP/1.1,302
10.129.2.1,[30/Nov/2017:15:51:12],GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.126.2.1,[25/Nov/2017:18:25:17],GET /home.php HTTP/1.1,200
10.128.2.1,[18/Dec/2017:11:57:33],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.120.2.1,[17/Nov/2017:13:37:28],GET /css/normalize.css HTTP/1.1,200
10.121.2.1,[09/Nov/2017:11:36:03],GET / HTTP/1.1,302
10.131.2.1,[29/Jan/2018:20:26:47],GET /home.php HTTP/1.1,302
10.127.2.1,[29/Jan/2018:20:47:34],GET /login.php HTTP/1.1,200
10.124.2.1,[01/Dec/2017:19:07:17],GET /submit.php?id=78 HTTP/1.1,200
10.111.0.1,[29/Jan/2018:20:54:31],GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:32:34],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.123.0.1,[30/Nov/2017:15:57:17],GET / HTTP/1.1,200
10.125.2.1,[17/Nov/2017:18:03:26],GET /css/main.css HTTP/1.1,200
10.126.2.1,[12/Nov/2017:12:58:12],POST /process.php HTTP/1.1,302
10.126.2.1,[29/Jan/2018:20:29:45],GET /login.php HTTP/1.1,200
10.121.2.1,[16/Nov/2017:15:51:04],GET /css/normalize.css HTTP/1.1,304
10.131.2.1,[17/Nov/2017:19:42:08],GET /js/jquery.min.js HTTP/1.1,200
10.127.2.1,[29/Jan/2018:20:21:24],GET /home.php HTTP/1.1,302
10.123.2.1,[26/Nov/2017:20:00:47],GET /compiler.php HTTP/1.1,200
10.111.0.1,[24/Nov/2017:02:36:16],GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.131.0.1,[30/Nov/2017:17:53:47],GET /contestsubmission.php?id=16 HTTP/1.1,200
10.123.2.1,[27/Feb/2018:22:04:09],GET /login.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:33:45],GET /home.php HTTP/1.1,302
10.111.2.1,[30/Nov/2017:15:42:42],GET /css/font-awesome.min.css HTTP/1.1,200
10.128.0.1,[17/Nov/2017:13:38:39],GET /login.php HTTP/1.1,200
10.129.2.1,[29/Jan/2018:20:23:31],GET /login.php HTTP/1.1,200
10.126.2.1,[26/Nov/2017:21:02:04],GET /contest.php HTTP/1.1,200
10.129.2.1,[29/Jan/2018:20:30:34],GET /login.php HTTP/1.1,200
10.111.2.1,[25/Nov/2017:11:13:40],GET /sign.php HTTP/1.1,200
10.128.0.1,[29/Jan/2018:20:35:49],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.120.0.1,[11/Nov/2017:19:46:54],GET /css/main.css HTTP/1.1,304
10.129.2.1,[26/Nov/2017:20:01:30],POST /process.php HTTP/1.1,302
10.121.2.1,[29/Jan/2018:20:39:49],GET /home.php HTTP/1.1,302
10.111.2.1,[30/Nov/2017:21:00:07],POST /process.php HTTP/1.1,302
10.129.0.1,[29/Jan/2018:20:38:24],GET /home.php HTTP/1.1,302
10.120.2.1,[30/Nov/2017:12:14:07],GET /login.php HTTP/1.1,200
10.129.2.1,[20/Feb/2018:09:23:18],GET /css/font-awesome.min.css HTTP/1.1,304
10.125.2.1,[03/Dec/2017:10:19:29],GET /img/ruet.png HTTP/1.1,200
10.126.2.1,[30/Nov/2017:18:40:54],GET / HTTP/1.1,302
10.124.2.1,[29/Nov/2017:13:38:20],GET /login.php HTTP/1.1,200
10.121.0.1,[29/Jan/2018:20:47:42],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.125.2.1,[29/Jan/2018:20:41:46],GET /home.php HTTP/1.1,302
10.111.2.1,[29/Jan/2018:20:46:03],GET /login.php HTTP/1.1,200
10.121.2.1,[01/Dec/2017:22:21:50],POST /compile.php HTTP/1.1,200
10.126.2.1,[16/Dec/2017:22:25:56],GET /contest.php HTTP/1.1,302
10.124.2.1,[19/Feb/2018:19:51:04],GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.129.0.1,[29/Jan/2018:20:20:30],GET /home.php HTTP/1.1,302
10.120.2.1,[12/Nov/2017:13:11:42],GET /home.php HTTP/1.1,302
10.111.2.1,[29/Jan/2018:20:54:30],GET /home.php HTTP/1.1,302
10.121.2.1,[30/Nov/2017:14:56:17],GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.127.2.1,[12/Nov/2017:11:18:28],GET /css/style.css HTTP/1.1,200
10.125.0.1,[16/Jan/2018:06:00:51],GET /css/font-awesome.min.css HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:20:56],GET /login.php HTTP/1.1,200
10.120.2.1,[22/Feb/2018:07:11:44],GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.126.2.1,[27/Feb/2018:22:04:15],GET /home.php HTTP/1.1,200
10.130.2.1,[17/Dec/2017:20:33:38],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:54:33],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.126.2.1,[15/Nov/2017:03:31:14],GET /login.php HTTP/1.1,200
10.130.0.1,[29/Jan/2018:20:32:50],GET /login.php HTTP/1.1,200
10.124.2.1,[23/Dec/2017:04:56:02],GET /login.php HTTP/1.1,200
10.125.2.1,[30/Nov/2017:13:01:30],GET /home.php HTTP/1.1,200
10.120.2.1,[17/Jan/2018:16:15:37],GET /robots.txt HTTP/1.1,404
10.121.2.1,[26/Feb/2018:06:47:07],GET /login.php HTTP/1.1,200
10.131.2.1,[09/Nov/2017:19:53:43],GET /css/style.css HTTP/1.1,200
10.121.2.1,[15/Dec/2017:19:15:20],GET /home.php HTTP/1.1,200
10.120.0.1,[30/Nov/2017:15:50:36],POST /contestsubmission.php HTTP/1.1,200
10.129.2.1,[29/Jan/2018:20:30:25],GET /home.php HTTP/1.1,302
10.130.0.1,[29/Jan/2018:20:47:38],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1,[29/Jan/2018:20:23:58],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1,[29/Jan/2018:20:20:25],GET /home.php HTTP/1.1,302
10.130.2.1,[29/Jan/2018:20:53:08],GET /home.php HTTP/1.1,302
10.121.2.1,[01/Dec/2017:09:06:05],GET / HTTP/1.1,302
10.121.0.1,[30/Nov/2017:16:51:08],GET /standings.php?id=16 HTTP/1.1,200
10.126.0.1,[22/Feb/2018:06:30:32],POST /process.php HTTP/1.1,302
10.127.2.1,[30/Nov/2017:15:29:45],GET / HTTP/1.1,200
10.128.2.1,[20/Nov/2017:12:24:39],GET /robots.txt HTTP/1.1,404
10.111.2.1,[22/Nov/2017:10:03:41],GET /css/style.css HTTP/1.1,200
10.125.2.1,[11/Nov/2017:19:40:40],GET /allsubmission.php HTTP/1.1,200
10.124.0.1,[21/Feb/2018:12:41:39],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.129.2.1,[29/Jan/2018:20:54:24],GET /home.php HTTP/1.1,302
10.123.2.1,[29/Nov/2017:16:40:44],GET /login.php HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:06:28],GET /login.php?value=fail HTTP/1.1,200
10.123.0.1,[17/Nov/2017:05:17:55],POST /login.php HTTP/1.1,200
10.130.2.1,[30/Nov/2017:12:57:56],GET /login.php HTTP/1.1,200
10.129.2.1,[30/Nov/2017:15:06:56],GET /css/style.css HTTP/1.1,200
10.124.2.1,[29/Jan/2018:20:35:53],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.125.2.1,[29/Jan/2018:20:32:50],GET /login.php HTTP/1.1,200
10.128.0.1,[30/Nov/2017:17:36:04],GET /login.php?value=fail HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:49:47],GET /home.php HTTP/1.1,302
10.111.2.1,[27/Feb/2018:16:35:18],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:56:40],GET /login.php HTTP/1.1,200
10.126.2.1,[30/Nov/2017:15:55:45],GET /js/jquery.min.js HTTP/1.1,200
10.131.2.1,[29/Jan/2018:20:33:51],GET /home.php HTTP/1.1,302
10.123.0.1,[29/Jan/2018:20:24:53],GET /home.php HTTP/1.1,302
10.126.2.1,[25/Feb/2018:09:33:02],GET /css/main.css HTTP/1.1,200
10.126.2.1,[30/Nov/2017:12:17:19],GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.120.0.1,[23/Nov/2017:07:16:25],GET /css/main.css HTTP/1.1,200
10.120.0.1,[16/Feb/2018:17:20:13],GET /robots.txt HTTP/1.1,404
10.129.2.1,[29/Jan/2018:20:38:35],GET /home.php HTTP/1.1,302
10.123.2.1,[29/Jan/2018:20:51:49],GET /home.php HTTP/1.1,302
10.131.0.1,[14/Nov/2017:19:18:17],GET / HTTP/1.1,302
10.120.2.1,[23/Feb/2018:04:04:38],GET /login.php HTTP/1.1,200
10.123.2.1,[29/Jan/2018:20:38:44],GET /login.php HTTP/1.1,200
10.129.0.1,[29/Jan/2018:20:19:11],GET /login.php HTTP/1.1,200
10.131.0.1,[30/Nov/2017:14:54:14],GET /home.php HTTP/1.1,200
10.129.2.1,[26/Nov/2017:19:09:32],GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.127.2.1,[26/Nov/2017:18:35:10],GET /css/main.css HTTP/1.1,200
10.111.2.1,[13/Nov/2017:16:05:33],GET /js/chart.min.js HTTP/1.1,304
10.128.2.1,[17/Nov/2017:13:27:58],GET /css/style.css HTTP/1.1,200
10.127.2.1,[30/Nov/2017:14:43:07],GET /login.php HTTP/1.1,200
10.121.2.1,[29/Jan/2018:20:29:41],GET /home.php HTTP/1.1,302
10.131.2.1,[29/Jan/2018:20:24:28],GET /login.php HTTP/1.1,200
10.111.2.1,[29/Jan/2018:20:44:34],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1,[29/Jan/2018:20:47:38],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.127.2.1,[16/Dec/2017:13:32:00],GET / HTTP/1.1,302
10.125.2.1,[29/Jan/2018:20:18:49],GET /login.php HTTP/1.1,200
10.120.2.1,[30/Nov/2017:15:14:47],POST /pcompile.php HTTP/1.1,200
10.130.0.1,[01/Dec/2017:15:32:02],GET /details.php?name=Factorial%20Factorization&cod=16 HTTP/1.1,200
10.120.2.1,[11/Nov/2017:08:49:53],GET /sign.php HTTP/1.1,200
10.121.0.1,[12/Nov/2017:12:38:44],GET /css/style.css HTTP/1.1,304
10.129.2.1,[26/Nov/2017:18:35:10],GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.125.0.1,[30/Nov/2017:17:03:09],POST /home.php HTTP/1.1,200
10.124.0.1,[30/Nov/2017:15:00:14],GET /img/ruet.png HTTP/1.1,200
10.128.2.1,[30/Nov/2017:16:08:28],GET /img/ruet.png HTTP/1.1,200
10.111.0.1,[14/Nov/2017:04:58:08],GET /login.php HTTP/1.1,200
10.129.2.1,[30/Nov/2017:16:49:33],GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.120.2.1,[29/Jan/2018:20:22:33],GET /home.php HTTP/1.1,302
10.129.2.1,[29/Jan/2018:20:42:44],GET /login.php HTTP/1.1,200
10.111.2.1,[29/Jan/2018:20:47:21],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.120.2.1,[29/Jan/2018:20:48:42],GET /home.php HTTP/1.1,302
10.126.0.1,[29/Jan/2018:20:23:40],GET /login.php HTTP/1.1,200
10.129.2.1,[12/Nov/2017:12:58:13],GET /home.php HTTP/1.1,200
10.127.0.1,[22/Feb/2018:06:31:19],GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.124.2.1,[29/Jan/2018:20:19:14],GET /home.php HTTP/1.1,302
10.127.2.1,[23/Dec/2017:08:16:13],GET /home.php HTTP/1.1,200
10.128.2.1,[14/Nov/2017:06:27:43],GET / HTTP/1.1,302
10.124.2.1,[15/Feb/2018:22:19:59],GET /login.php HTTP/1.1,200
10.131.2.1,[30/Nov/2017:14:53:45],GET / HTTP/1.1,200
10.129.2.1,[01/Dec/2017:13:18:41],GET /login.php HTTP/1.1,200
10.123.0.1,[30/Nov/2017:15:36:46],GET /img/ruet.png HTTP/1.1,206
10.111.2.1,[01/Dec/2017:22:08:46],GET / HTTP/1.1,302
10.125.2.1,[15/Nov/2017:05:40:06],GET / HTTP/1.1,302
10.127.2.1,[29/Jan/2018:20:52:45],GET /home.php HTTP/1.1,200
10.126.0.1,[17/Nov/2017:15:12:15],GET /css/bootstrap.min.css HTTP/1.1,200
10.121.0.1,[30/Nov/2017:14:56:22],GET /contestsubmission.php?id=13 HTTP/1.1,200
10.121.2.1,[02/Dec/2017:13:26:25],GET /login.php HTTP/1.1,200
10.124.2.1,[29/Jan/2018:20:22:02],GET /login.php HTTP/1.1,200
10.125.2.1,[17/Nov/2017:18:34:42],GET /css/normalize.css HTTP/1.1,200
10.123.2.1,[29/Jan/2018:20:17:53],GET /login.php HTTP/1.1,200
10.127.2.1,[16/Nov/2017:15:32:29],GET / HTTP/1.1,302
10.131.2.1,[23/Feb/2018:16:59:52],GET /login.php HTTP/1.1,200
10.126.2.1,[29/Jan/2018:20:38:38],GET /home.php HTTP/1.1,302
10.120.0.1,[24/Feb/2018:00:03:40],GET /js/vendor/jquery-1.12.0.min.js HTTP/1.1,200
10.120.2.1,[17/Nov/2017:19:41:27],GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.125.2.1,[29/Jan/2018:20:23:34],GET /login.php HTTP/1.1,200
10.120.2.1,[29/Jan/2018:20:51:59],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.128.2.1,[11/Nov/2017:19:14:25],GET /img/ruet.png HTTP/1.1,200
10.127.0.1,[29/Jan/2018:20:32:39],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.121.2.1,[30/Nov/2017:15:53:12],GET / HTTP/1.1,302
10.123.2.1,[29/Nov/2017:16:37:50],GET /contest.php HTTP/1.1,302
10.130.2.1,[30/Nov/2017:12:27:44],GET /archive.php?page=1 HTTP/1.1,200
10.128.2.1,[13/Nov/2017:13:03:44],GET /contest.php HTTP/1.1,200
10.123.2.1,[19/Nov/2017:13:30:11],GET /home.php HTTP/1.1,302
10.121.2.1,[25/Nov/2017:11:14:26],POST /action.php HTTP/1.1,302
10.130.0.1,[29/Jan/2018:20:55:49],GET /home.php HTTP/1.1,302
10.129.0.1,[17/Nov/2017:18:00:27],GET /css/main.css HTTP/1.1,200
10.121.0.1,[01/Dec/2017:06:24:20],GET /home.php HTTP/1.1,200
10.130.0.1,[25/Feb/2018:13:13:15],GET /css/bootstrap.min.css HTTP/1.1,200
10.131.0.1,[29/Jan/2018:20:54:57],GET /login.php HTTP/1.1,200
10.123.2.1,[29/Nov/2017:17:55:09],GET /login.php HTTP/1.1,200
10.129.0.1,[02/Mar/2018:06:31:34],GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.121.0.1,[29/Jan/2018:20:38:29],GET /login.php HTTP/1.1,200
10.124.2.1,[18/Nov/2017:05:36:20],GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.121.2.1,[01/Dec/2017:15:33:00],GET /css/main.css HTTP/1.1,200
10.124.2.1,[01/Dec/2017:08:31:54],GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.111.2.1,[30/Nov/2017:14:28:26],POST /action.php HTTP/1.1,302
10.120.2.1,[16/Nov/2017:15:23:42],GET /login.php HTTP/1.1,200
10.120.2.1,[29/Jan/2018:20:29:33],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.111.0.1,[30/Nov/2017:17:31:43],GET /details.php?id=42 HTTP/1.1,200
10.130.0.1,[15/Nov/2017:04:07:02],GET /robots.txt HTTP/1.1,404
10.130.2.1,[17/Nov/2017:18:34:44],GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.121.0.1,[30/Nov/2017:15:24:15],GET /contestsubmission.php?id=16 HTTP/1.1,200
10.124.2.1,[08/Nov/2017:08:32:30],GET /login.php HTTP/1.1,200
10.126.0.1,[26/Feb/2018:14:21:11],GET /login.php HTTP/1.1,200
10.126.2.1,[18/Jan/2018:16:59:16],GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,200
10.123.0.1,[29/Jan/2018:20:20:48],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1,[30/Nov/2017:11:56:00],GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,302
10.121.2.1,[01/Dec/2017:14:21:48],GET /css/style.css HTTP/1.1,200
10.124.2.1,[30/Nov/2017:17:50:38],GET /contestsubmission.php?id=16 HTTP/1.1,200
10.124.2.1,[25/Nov/2017:11:16:48],GET /home.php HTTP/1.1,200
10.126.0.1,[29/Jan/2018:20:27:25],GET /login.php HTTP/1.1,200
10.127.2.1,[30/Nov/2017:13:03:36],GET /home.php HTTP/1.1,200
10.111.2.1,[30/Nov/2017:12:44:20],GET /fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1,200
10.130.2.1,[14/Dec/2017:01:57:41],GET /css/bootstrap.min.css HTTP/1.1,200
10.120.2.1,[17/Nov/2017:13:28:48],POST /process.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:32:27],GET /home.php HTTP/1.1,302
10.131.2.1,[23/Nov/2017:18:37:31],GET /js/vendor/moment.min.js HTTP/1.1,200
10.120.2.1,[29/Jan/2018:20:35:46],GET /home.php HTTP/1.1,302
10.128.2.1,[23/Feb/2018:23:43:21],GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200
10.124.2.1,[29/Jan/2018:20:52:50],GET /login.php HTTP/1.1,200
10.128.2.1,[22/Feb/2018:15:20:46],GET /login.php HTTP/1.1,200
10.129.0.1,[02/Mar/2018:06:31:32],GET / HTTP/1.1,302
10.123.2.1,[29/Jan/2018:20:49:38],GET /login.php HTTP/1.1,200
10.126.2.1,[29/Jan/2018:20:49:43],GET /home.php HTTP/1.1,302
10.125.2.1,[09/Nov/2017:14:38:02],GET /home.php HTTP/1.1,200
10.124.2.1,[30/Nov/2017:15:34:56],GET /home.php HTTP/1.1,200
10.125.2.1,[17/Jan/2018:00:06:54],GET /login.php HTTP/1.1,200
10.126.2.1,[17/Nov/2017:13:29:09],GET /home.php HTTP/1.1,200
10.127.2.1,[17/Nov/2017:13:29:39],GET /contestproblem.php?name=RUET%20OJ%20TLE%20Testing%20Contest HTTP/1.1,200
10.120.2.1,[26/Feb/2018:14:19:54],GET /css/bootstrap.min.css HTTP/1.1,200
10.123.2.1,[29/Jan/2018:20:18:00],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.125.2.1,[03/Dec/2017:10:19:10],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.127.2.1,[30/Nov/2017:12:43:02],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.121.2.1,[29/Jan/2018:20:47:13],GET /login.php HTTP/1.1,200
10.126.2.1,[29/Jan/2018:20:41:25],GET /home.php HTTP/1.1,302
10.127.2.1,[30/Nov/2017:12:59:27],GET /showcode.php?id=288&nm=Riyal_RUET HTTP/1.1,200
10.111.2.1,[29/Jan/2018:20:18:49],GET /home.php HTTP/1.1,302
10.111.0.1,[30/Nov/2017:12:16:34],GET /css/style.css HTTP/1.1,200
10.121.0.1,[15/Nov/2017:21:16:59],GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.130.2.1,[28/Feb/2018:12:16:25],GET /login.php HTTP/1.1,200
10.127.2.1,[29/Jan/2018:20:47:04],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.120.2.1,[30/Nov/2017:16:47:36],GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.121.2.1,[18/Nov/2017:08:10:16],GET / HTTP/1.1,200
10.111.2.1,[12/Nov/2017:11:18:40],GET /home.php HTTP/1.1,200
10.130.2.1,[21/Dec/2017:15:44:40],GET /robots.txt HTTP/1.1,404
10.121.2.1,[29/Jan/2018:20:48:33],GET /home.php HTTP/1.1,302
10.128.2.1,[29/Jan/2018:20:47:25],GET /login.php HTTP/1.1,200
10.111.2.1,[09/Nov/2017:14:34:59],GET /css/bootstrap.min.css HTTP/1.1,200
10.124.2.1,[16/Dec/2017:16:01:33],GET / HTTP/1.1,302
10.129.2.1,[23/Nov/2017:07:34:31],GET /home.php HTTP/1.1,200
10.124.0.1,[30/Nov/2017:16:50:59],GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.125.2.1,[29/Jan/2018:20:27:31],GET /home.php HTTP/1.1,302
10.125.0.1,[16/Nov/2017:16:17:31],GET /dcss/bootstrap-datetimepicker.min.css HTTP/1.1,200
10.125.2.1,[17/Nov/2017:05:53:36],GET /css/font-awesome.min.css HTTP/1.1,200
10.129.2.1,[30/Nov/2017:13:03:20],GET / HTTP/1.1,200
10.121.2.1,[20/Feb/2018:13:34:44],GET /login.php HTTP/1.1,200
10.130.0.1,[29/Jan/2018:20:26:54],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.125.0.1,[30/Nov/2017:15:00:12],GET /details.php?id=41 HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:48:32],GET /login.php HTTP/1.1,200
10.127.2.1,[17/Nov/2017:13:28:48],POST /process.php HTTP/1.1,302
10.111.0.1,[17/Dec/2017:18:41:56],GET /login.php HTTP/1.1,200
10.128.0.1,[29/Jan/2018:20:18:54],GET /login.php HTTP/1.1,200
10.121.2.1,[30/Nov/2017:15:07:44],GET /profile.php?user=Tazbinur%20Rahaman HTTP/1.1,200
10.121.2.1,[12/Dec/2017:09:23:43],POST /process.php HTTP/1.1,302
10.120.2.1,[29/Jan/2018:20:20:57],GET /home.php HTTP/1.1,302
10.126.2.1,[11/Nov/2017:18:10:50],GET /compiler.php HTTP/1.1,302
10.130.2.1,[22/Nov/2017:23:27:01],GET /home.php HTTP/1.1,302
10.123.2.1,[29/Jan/2018:20:29:37],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.130.2.1,[30/Nov/2017:15:07:11],GET /bootstrap-3.3.7/js/bootstrap.min.js HTTP/1.1,200
10.126.2.1,[11/Nov/2017:19:14:21],GET /css/main.css HTTP/1.1,200
10.131.2.1,[30/Nov/2017:16:33:55],GET /standings.php?id=16 HTTP/1.1,200
10.111.0.1,[29/Jan/2018:20:51:53],GET /home.php HTTP/1.1,302
10.125.2.1,[23/Nov/2017:13:58:28],GET /home.php HTTP/1.1,200
10.124.2.1,[11/Nov/2017:19:42:26],GET /djquery/jquery-1.8.3.min.js HTTP/1.1,200
10.131.2.1,[17/Nov/2017:20:29:43],GET /login.php HTTP/1.1,200
10.130.2.1,[30/Nov/2017:16:08:56],GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.120.0.1,[01/Dec/2017:06:25:13],GET /contestsubmission.php?id=16 HTTP/1.1,200
10.125.2.1,[12/Nov/2017:11:18:49],GET /archive.php HTTP/1.1,200
10.124.2.1,[29/Jan/2018:20:36:23],GET /login.php HTTP/1.1,200
10.129.2.1,[25/Nov/2017:21:44:47],GET /contestsubmission.php?id=16 HTTP/1.1,200
10.131.2.1,[30/Nov/2017:15:07:44],GET /contestproblem.php?name=RUET%20OJ%20Server%20Testing%20Contest HTTP/1.1,200
10.121.2.1,[01/Dec/2017:04:10:01],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.123.2.1,[29/Jan/2018:20:47:42],GET /home.php HTTP/1.1,302
10.131.0.1,[20/Dec/2017:08:15:45],GET /css/normalize.css HTTP/1.1,200
10.129.0.1,[09/Nov/2017:13:20:32],GET /login.php HTTP/1.1,200
10.111.2.1,[23/Nov/2017:18:40:25],GET / HTTP/1.1,200
10.131.2.1,[25/Feb/2018:06:16:01],GET /img/ruet.png HTTP/1.1,200
10.120.2.1,[30/Nov/2017:16:11:03],GET /details.php?id=43 HTTP/1.1,200
10.121.2.1,[01/Dec/2017:15:44:56],GET /details.php?id=45 HTTP/1.1,200
10.125.2.1,[11/Nov/2017:19:14:21],GET /css/font-awesome.min.css HTTP/1.1,200
10.124.2.1,[30/Nov/2017:20:06:53],GET /css/bootstrap.min.css HTTP/1.1,200
10.120.2.1,[29/Jan/2018:20:24:37],GET /home.php HTTP/1.1,302
10.125.2.1,[29/Jan/2018:20:23:36],GET /login.php HTTP/1.1,200
10.123.2.1,[12/Nov/2017:12:59:20],GET /allsubmission.php HTTP/1.1,200
10.130.0.1,[29/Jan/2018:20:35:55],GET /home.php HTTP/1.1,302
10.129.0.1,[21/Dec/2017:22:24:53],GET /sign.php HTTP/1.1,200
10.130.2.1,[29/Jan/2018:20:23:29],GET /login.php HTTP/1.1,200
10.120.0.1,[12/Dec/2017:07:51:43],GET /css/font-awesome.min.css HTTP/1.1,200
10.131.2.1,[29/Jan/2018:20:36:38],GET /home.php HTTP/1.1,302
10.131.0.1,[29/Jan/2018:20:51:58],GET /login.php HTTP/1.1,200
10.127.2.1,[30/Nov/2017:21:29:16],GET /login.php HTTP/1.1,200
10.124.0.1,[26/Feb/2018:19:24:14],GET /login.php HTTP/1.1,200
10.128.2.1,[30/Nov/2017:19:21:47],POST /process.php HTTP/1.1,302
10.121.2.1,[30/Nov/2017:15:36:37],POST /contestsubmission.php HTTP/1.1,200
10.129.2.1,[29/Jan/2018:20:23:37],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.131.2.1,[13/Nov/2017:13:02:47],GET /bootstrap-3.3.7/js/bootstrap.js HTTP/1.1,304
10.120.0.1,[29/Jan/2018:20:41:42],GET /js/vendor/modernizr-2.8.3.min.js HTTP/1.1,200
10.121.2.1,[12/Nov/2017:12:58:59],GET /archive.php HTTP/1.1,200
10.128.2.1,[29/Jan/2018:20:44:54],GET /home.php HTTP/1.1,302
10.123.2.1,[29/Jan/2018:20:29:29],GET /home.php HTTP/1.1,302
10.111.2.1,[16/Nov/2017:16:17:31],GET /dboot/js/bootstrap.min.js HTTP/1.1,200
10.127.0.1,[16/Nov/2017:16:12:16],GET /profile.php?user=shawon HTTP/1.1,200
10.128.2.1,[25/Nov/2017:21:44:53],GET /contest.php HTTP/1.1,200
